新出房源，业主诚售，单价低，楼层好，视野开阔,信和花园 , 4室2厅 , 156.48平米 ,81人关注 , 共46次带看 , 30天以前发布,980,单价62628元/平米,https://sh.lianjia.com/ershoufang/107100334644.html,浦东,1
业主急售 首付仅需122万 品质小区 视野开阔 采光优异,龙湖郦城 , 2室2厅 , 95.64平米 ,76人关注 , 共27次带看 , 26天以前发布,350,单价36596元/平米,https://sh.lianjia.com/ershoufang/107100346478.html,嘉定,1
迎园路351弄 3室1厅 315万,迎园路351弄 , 3室1厅 , 118.09平米 ,7人关注 , 共0次带看 , 11天以前发布,315,单价26675元/平米,https://sh.lianjia.com/ershoufang/107100391065.html,嘉定,1
留溪佳园 3室2厅 208万,留溪佳园 , 3室2厅 , 127.33平米 ,1人关注 , 共0次带看 , 2个月以前发布,208,单价16336元/平米,https://sh.lianjia.com/ershoufang/107100171446.html,金山,1
总价低，正气精装修双南两房，出行便利。,富民新村(金山) , 2室1厅 , 56.01平米 ,42人关注 , 共0次带看 , 一年前发布,120,单价21425元/平米,https://sh.lianjia.com/ershoufang/107000947729.html,金山,1
金山100多万的房子 老小区  配套成熟 价格优惠,石化二村 , 2室1厅 , 64.78平米 ,43人关注 , 共0次带看 , 11个月以前发布,135,单价20840元/平米,https://sh.lianjia.com/ershoufang/107002058825.html,金山,1
70年产权住宅，一梯两户，带电梯顶楼复式，11F复12F,隆亭家园 , 4室2厅 , 198.85平米 ,157人关注 , 共2次带看 , 一年前发布,270,单价13579元/平米,https://sh.lianjia.com/ershoufang/107001483799.html,金山,1
海浒新村 2室1厅 125万,海浒新村 , 2室1厅 , 63.9平米 ,1人关注 , 共0次带看 , 6天以前发布,125,单价19562元/平米,https://sh.lianjia.com/ershoufang/107100404058.html,金山,1
大两房，南北户型，五楼送阁楼，房东急售价格可谈,建元景苑 , 2室2厅 , 87.72平米 ,39人关注 , 共1次带看 , 12天以前发布,115,单价13110元/平米,https://sh.lianjia.com/ershoufang/107100388838.html,金山,1
正规成熟小区，小区后排安静，中高楼层，光线好！,翠庭 , 3室2厅 , 165.27平米 ,78人关注 , 共7次带看 , 一年前发布,1338,单价80959元/平米,https://sh.lianjia.com/ershoufang/107000032881.html,长宁,1
南北通三房，采光充足，满五唯一，看房方便！,华敏世纪广场 , 3室2厅 , 138.72平米 ,59人关注 , 共6次带看 , 11个月以前发布,1040,单价74972元/平米,https://sh.lianjia.com/ershoufang/107000118645.html,长宁,1
凯欣豪园中区 自住装修 拎包入住 看房方便,凯欣豪园 , 2室2厅 , 118.06平米 ,61人关注 , 共3次带看 , 一年前发布,1180,单价99950元/平米,https://sh.lianjia.com/ershoufang/107000136883.html,长宁,1
满五税少，位置好，闹中取静，高区景观，全明设计,天山怡景苑 , 2室2厅 , 86.02平米 ,83人关注 , 共4次带看 , 6个月以前发布,828,单价96257元/平米,https://sh.lianjia.com/ershoufang/107000141121.html,长宁,1
虹桥商务边小区， 多层带电梯 。,上海捷克住宅小区(公寓) , 2室2厅 , 91平米 ,32人关注 , 共10次带看 , 6个月以前发布,330,单价36264元/平米,https://sh.lianjia.com/ershoufang/107002280235.html,青浦,1
海景花园洋房 沪通高铁直达上海 市政府旁 可落户上学,江海名都 , 2室1厅 , 71平米 ,5人关注 , 共0次带看 , 8个月以前发布,280,单价39437元/平米,https://sh.lianjia.com/ershoufang/107002202281.html,崇明,1
海燕新村(崇明) 2室0厅 53万,海燕新村(崇明) , 2室0厅 , 46.75平米 ,68人关注 , 共0次带看 , 11个月以前发布,53,单价11337元/平米,https://sh.lianjia.com/ershoufang/107002073915.html,崇明,1
"链.家,真.房.源时代名邸低总价，业主急卖，价格可谈！",绿地丽水名邸 , 5室3厅 , 148平米 ,2人关注 , 共0次带看 , 8个月以前发布,480,单价32433元/平米,https://sh.lianjia.com/ershoufang/107002200053.html,上海周边,1
独栋别墅+送超大花园+看房要钥匙+看重价格可谈,梦莱茵别墅 , 4室3厅 , 342.99平米 ,8人关注 , 共0次带看 , 8个月以前发布,720,单价20992元/平米,https://sh.lianjia.com/ershoufang/107002209139.html,上海周边,1
中城花园轻竹苑好房.环境优美适合居住,中城花园清竹苑 , 4室2厅 , 192.04平米 ,9人关注 , 共0次带看 , 10个月以前发布,420,单价21871元/平米,https://sh.lianjia.com/ershoufang/107002135195.html,上海周边,1
内环地铁商圈次新房，高区南北通2+1户型，税少，诚售,宜德苑 , 3室2厅 , 107.86平米 ,159人关注 , 共16次带看 , 7个月以前发布,960,单价89005元/平米,https://sh.lianjia.com/ershoufang/107001263331.html,徐汇,1
看房有钥匙，满五年，中间楼层，双南户型,康健路120弄 , 2室1厅 , 55.87平米 ,53人关注 , 共8次带看 , 一年前发布,435,单价77860元/平米,https://sh.lianjia.com/ershoufang/107001361403.html,徐汇,1
三江小区 对口上师大附三  交通便利 配套齐全,三江小区 , 2室0厅 , 51.99平米 ,50人关注 , 共12次带看 , 9个月以前发布,446,单价85786元/平米,https://sh.lianjia.com/ershoufang/107001562495.html,徐汇,1
地 铁房房主急售 华东理工2房凌云新村，双朝南,凌云新村 , 2室1厅 , 61.7平米 ,262人关注 , 共14次带看 , 一年前发布,320,单价51864元/平米,https://sh.lianjia.com/ershoufang/107001915701.html,徐汇,1
精装修南北边套两房，57.32只要这个低价格，房东诚心,园南二村 , 2室1厅 , 57.32平米 ,53人关注 , 共11次带看 , 8个月以前发布,440,单价76763元/平米,https://sh.lianjia.com/ershoufang/107002195991.html,徐汇,1
动迁房，免增值税，满五唯一没有个人所得税,三佳花苑 , 2室1厅 , 65平米 ,19人关注 , 共23次带看 , 1个月以前发布,438,单价67385元/平米,https://sh.lianjia.com/ershoufang/107100314216.html,闵行,1
景城二期大三房  房型正气 两南一北 满五唯一 送车位,春申景城湖畔林语 , 3室2厅 , 138.5平米 ,15人关注 , 共30次带看 , 12天以前发布,930,单价67149元/平米,https://sh.lianjia.com/ershoufang/107100387385.html,闵行,1
邻近地铁一号线莲花站，四大商圈，品质小区，环境优雅,南方城 , 2室2厅 , 108.94平米 ,108人关注 , 共22次带看 , 6个月以前发布,780,单价71600元/平米,https://sh.lianjia.com/ershoufang/107000239263.html,闵行,1
满五年唯一 电梯景观楼层采光足 配套齐全 送入室花园,新时代富嘉花园 , 4室2厅 , 147.54平米 ,71人关注 , 共19次带看 , 7个月以前发布,1020,单价69134元/平米,https://sh.lianjia.com/ershoufang/107000491823.html,闵行,1
全南户型、地铁房、税费低、你还在等什么？！,水语人家北苑 , 2室1厅 , 77.12平米 ,80人关注 , 共24次带看 , 7个月以前发布,265,单价34363元/平米,https://sh.lianjia.com/ershoufang/107001151927.html,闵行,1
2009年小区！税费少+五楼南北通透双阳台三房！,慧华苑 , 3室2厅 , 98.47平米 ,69人关注 , 共25次带看 , 6个月以前发布,410,单价41638元/平米,https://sh.lianjia.com/ershoufang/107002280085.html,宝山,1
佘山始发站 房子一手动迁 满五为一 只需缴契税,新凯一期 , 2室1厅 , 79.49平米 ,91人关注 , 共17次带看 , 25天以前发布,260,单价32709元/平米,https://sh.lianjia.com/ershoufang/107100350441.html,松江,1
佘山新出房，独栋426平，省税27.8万，花园500平！,佘山3号 , 独栋别墅 , 4室3厅 ,13人关注 , 共9次带看 , 14天以前发布,1390,单价32596元/平米,https://sh.lianjia.com/ershoufang/107100382681.html,松江,1
三期12年自住房，南北通，满五唯一，可做小三房,荣盛名邸(公寓) , 2室2厅 , 87.78平米 ,27人关注 , 共8次带看 , 12天以前发布,305,单价34746元/平米,https://sh.lianjia.com/ershoufang/107100386615.html,松江,1
九城湖滨  景观楼层  诚意出售  看房随时,九城湖滨国际 , 3室2厅 , 122.66平米 ,31人关注 , 共17次带看 , 一年前发布,600,单价48916元/平米,https://sh.lianjia.com/ershoufang/107001109739.html,松江,1
满五唯一免个税，正两房上外松外送十平面积看房随时，,保利西子湾 , 2室1厅 , 78.93平米 ,322人关注 , 共12次带看 , 6个月以前发布,288,单价36489元/平米,https://sh.lianjia.com/ershoufang/107001652099.html,松江,1
普康苑中楼层3房2卫，业主新房已定，诚意出售看房方便,普康苑 , 3室1厅 , 105.5平米 ,14人关注 , 共6次带看 , 9个月以前发布,315,单价29858元/平米,https://sh.lianjia.com/ershoufang/107000707547.html,奉贤,1
育秀学 区房 满五唯一  现浇房 钥匙房 非顶层 急售哦,浦南园 , 2室2厅 , 110平米 ,59人关注 , 共6次带看 , 8个月以前发布,280,单价25455元/平米,https://sh.lianjia.com/ershoufang/107000730133.html,奉贤,1
楼层好 视野佳 采光充足 满五唯一 有钥匙 随时看,新南家园 , 2室2厅 , 113.35平米 ,43人关注 , 共6次带看 , 6个月以前发布,280,单价24703元/平米,https://sh.lianjia.com/ershoufang/107000859767.html,奉贤,1
一手买进  毛坯交付  总价低  非顶楼,育秀八区 , 3室1厅 , 97.59平米 ,15人关注 , 共5次带看 , 8个月以前发布,243,单价24901元/平米,https://sh.lianjia.com/ershoufang/107002226409.html,奉贤,1
新出笋盘！满五年唯一税费少，全南户型，看小区绿化,中远两湾城 , 2室2厅 , 97.62平米 ,22人关注 , 共9次带看 , 17天以前发布,760,单价77853元/平米,https://sh.lianjia.com/ershoufang/107100373927.html,普陀,1
绿洲城市花园 满五唯一 业主自住 南北通大两房,绿洲城市花园 , 2室2厅 , 90.58平米 ,44人关注 , 共15次带看 , 一年前发布,755,单价83352元/平米,https://sh.lianjia.com/ershoufang/107000036125.html,普陀,1
户型正气   拎包入住  交通方便  诚心出售  看房方便,愉景华庭 , 3室2厅 , 117.1平米 ,135人关注 , 共9次带看 , 6个月以前发布,736,单价62853元/平米,https://sh.lianjia.com/ershoufang/107000177763.html,普陀,1
全明户型，精装修，中区楼层好，景观房，小区环境好,西部大楼 , 2室1厅 , 76.98平米 ,22人关注 , 共11次带看 , 7个月以前发布,430,单价55859元/平米,https://sh.lianjia.com/ershoufang/107001035717.html,普陀,1
小区景观位置，满五唯一，少税费，诚意出售！,星河世纪城 , 2室2厅 , 100.82平米 ,119人关注 , 共14次带看 , 一年前发布,650,单价64472元/平米,https://sh.lianjia.com/ershoufang/107001345403.html,普陀,1
人民广场+高区景观+视野棒采光好+满五年税少,金瓯万国大厦 , 2室2厅 , 108.45平米 ,25人关注 , 共9次带看 , 一年前发布,980,单价90365元/平米,https://sh.lianjia.com/ershoufang/107000210109.html,黄浦,1
精品房源，店长推荐！免稅好房，楼层佳！看房方便！,蒙西小区 , 2室1厅 , 61.85平米 ,60人关注 , 共6次带看 , 6个月以前发布,550,单价88925元/平米,https://sh.lianjia.com/ershoufang/107000239343.html,黄浦,1
婚房装修带地暖 满五年唯一税费少 南北通户型厨卫全明,黄浦新苑(公寓) , 2室2厅 , 105.62平米 ,44人关注 , 共8次带看 , 一年前发布,990,单价93733元/平米,https://sh.lianjia.com/ershoufang/107001705587.html,黄浦,1
地铁9、13号线＋南北通+高区视野开阔+有车位＋随时看,汇龙新城 , 3室2厅 , 134.35平米 ,40人关注 , 共9次带看 , 一年前发布,1385,单价103089元/平米,https://sh.lianjia.com/ershoufang/107001971057.html,黄浦,1
不错的3房！南北通户型！总价低单价低！诚意有空间！,黄浦新苑(公寓) , 3室2厅 , 128平米 ,80人关注 , 共7次带看 , 9个月以前发布,1150,单价89844元/平米,https://sh.lianjia.com/ershoufang/107002149009.html,黄浦,1
万邦四期南北两房 中区采光无遮挡 满五唯一 诚意出售,万邦都市花园 , 2室2厅 , 82平米 ,174人关注 , 共12次带看 , 7个月以前发布,640,单价78049元/平米,https://sh.lianjia.com/ershoufang/107001897401.html,浦东,2
人车分流  刷卡入户 一本产证大平层  中YANG空调地暖,金地湾流域(公寓) , 4室2厅 , 178.21平米 ,128人关注 , 共13次带看 , 一年前发布,1340,单价75193元/平米,https://sh.lianjia.com/ershoufang/107001968677.html,浦东,2
双南户型 一梯两户 交通便利 房型正气 中间楼层,凌兆新村 , 2室1厅 , 63.7平米 ,38人关注 , 共9次带看 , 9个月以前发布,330,单价51806元/平米,https://sh.lianjia.com/ershoufang/107001977483.html,浦东,2
金色碧云 3房2厅2卫 134.64平,金色碧云 , 3室2厅 , 134.64平米 ,36人关注 , 共14次带看 , 一年前发布,1350,单价100268元/平米,https://sh.lianjia.com/ershoufang/107002000823.html,浦东,2
美林小城 精装三房 税费低 诚售,美林小城 , 3室2厅 , 101.8平米 ,66人关注 , 共11次带看 , 一年前发布,480,单价47152元/平米,https://sh.lianjia.com/ershoufang/107002033745.html,浦东,2
三房朝南，不靠路，满五唯一，可看可签，诚意出售,崮山小区一街坊 , 3室2厅 , 86.38平米 ,81人关注 , 共17次带看 , 一年前发布,690,单价79880元/平米,https://sh.lianjia.com/ershoufang/107002047581.html,浦东,2
国际丽都城 4室2厅 2700万,国际丽都城 , 4室2厅 , 200平米 ,67人关注 , 共44次带看 , 9个月以前发布,2700,单价135000元/平米,https://sh.lianjia.com/ershoufang/107002175733.html,静安,1
锦安公寓 3室2厅 890万,锦安公寓 , 3室2厅 , 124.95平米 ,54人关注 , 共4次带看 , 11个月以前发布,890,单价71229元/平米,https://sh.lianjia.com/ershoufang/107000036459.html,静安,1
乐业公寓 精装两房 一梯两户 阳光充足 近大润发,乐业公寓 , 2室2厅 , 93.79平米 ,1人关注 , 共3次带看 , 19天以前发布,605,单价64506元/平米,https://sh.lianjia.com/ershoufang/107100369095.html,闸北,1
近地铁，近公园，近商场，近学，校，配套齐全。,新汾小区 , 2室1厅 , 53.85平米 ,9人关注 , 共2次带看 , 18天以前发布,270,单价50140元/平米,https://sh.lianjia.com/ershoufang/107100369961.html,闸北,1
精文城上城 2室2厅 758万,精文城上城 , 2室2厅 , 107.08平米 ,16人关注 , 共2次带看 , 14天以前发布,758,单价70789元/平米,https://sh.lianjia.com/ershoufang/107100381203.html,闸北,1
新江湾佳苑 3室1厅 750万,新江湾佳苑 , 3室1厅 , 86.49平米 ,69人关注 , 共6次带看 , 一年前发布,750,单价86716元/平米,https://sh.lianjia.com/ershoufang/107000479463.html,杨浦,1
次新小区+近地铁+电梯房+打一,中通雅苑 , 2室2厅 , 95.8平米 ,67人关注 , 共5次带看 , 一年前发布,830,单价86639元/平米,https://sh.lianjia.com/ershoufang/107001828981.html,杨浦,1
带阁楼，小区中间位置，小区环境好，满五唯一，诚售,佳泰花园 , 2室2厅 , 93.18平米 ,59人关注 , 共11次带看 , 9个月以前发布,680,单价72978元/平米,https://sh.lianjia.com/ershoufang/107002185877.html,杨浦,1
2+1小三房赠送8.7平 南北通 满五年免个税 带产权车位,金地格林世界(城市公馆) , 3室1厅 , 82.51平米 ,13人关注 , 共0次带看 , 5天以前发布,436,单价52843元/平米,https://sh.lianjia.com/ershoufang/107100407546.html,嘉定,1
汇城公寓 3室2厅 330万,汇城公寓 , 3室2厅 , 116.96平米 ,5人关注 , 共2次带看 , 16天以前发布,330,单价28215元/平米,https://sh.lianjia.com/ershoufang/107100374810.html,嘉定,1
临地铁，近小区大门，精装修，动迁满五，,水岸秀苑 , 3室2厅 , 98.82平米 ,6人关注 , 共2次带看 , 13天以前发布,435,单价44020元/平米,https://sh.lianjia.com/ershoufang/107100383760.html,嘉定,1
南翔地铁东侧500米 全天24小时观看百亩公园风景 钥匙,金地格林世界(卢尔公寓) , 2室2厅 , 99.17平米 ,264人关注 , 共8次带看 , 一年前发布,440,单价44369元/平米,https://sh.lianjia.com/ershoufang/107001290247.html,嘉定,1
枫泾佳田苑好房环境优美 适合居住,佳田苑 , 3室2厅 , 150平米 ,1人关注 , 共0次带看 , 6个月以前发布,350,单价23334元/平米,https://sh.lianjia.com/ershoufang/107002267789.html,金山,1
